1,694,5302,4181,1084,13586,10257,1173,8800,15100,10495
2,15376,11212,7195,13613,2115,17142,3891,14015,4929,4205
3,7293,4628,3301,4721,5004,9242,11307,17402,11059,1479
4,4087,6135,2934,4358,13740,11015,207,7310,12787,10106
5,8747,12375,2700,10611,5892,13329,91,3175,5138,14845
6,13660,16923,2889,15747,424,13832,4881,4671,201,5516
7,1640,1545,5011,4000,3644,8749,16160,12932,1449,10303
8,14274,1865,11022,4345,2122,6029,3917,12232,12084,5862
9,11511,12133,11070,12635,3831,10631,8044,9287,2709,5985
10,11680,2330,4363,6551,13003,4471,3300,11856,352,3748
11,878,2065,9203,13741,1379,11055,9209,15297,8183,6276
12,90,17107,10671,14689,9941,17290,14023,14720,4536,12332
13,14478,10772,15793,16310,7222,14838,1445,8193,6903,2614
14,5690,15192,8252,15543,12968,10656,9362,16374,10056,2138
15,8279,16528,8013,16455,3755,10400,5929,1720,16402,2788
16,5481,10243,11938,16232,12940,14192,16298,15377,4831,1803
17,5730,5583,11385,406,16262,7939,1060,12409,15449,9415
18,15758,3730,15064,16150,1367,17764,9818,571,2122,13580
19,6417,15126,11601,8810,16723,1914,8074,6550,14423,6993
20,2179,6242,10008,12268,5726,5964,13376,13722,16132,2611
21,8486,317,4121,17045,6417,11657,13291,12611,15051,4311
22,9086,1635,9906,941,10549,6636,14015,7372,14950,13151
23,4495,5152,4608,2625,13600,1217,11135,13436,13065,1629
24,4281,16630,3236,4097,1668,15362,7566,11661,15749,2475
25,11470,12599,12443,6723,11205,1006,12488,10092,13167,14058
26,11910,15712,9856,11478,8014,16887,1160,17361,17395,2495
27,15691,1473,9976,6154,5334,3677,11492,15486,10136,6853
28,8743,11089,6510,3962,2690,3938,14621,1905,3079,5317
29,2513,15405,12824,2561,16071,8162,12483,14249,11245,1460
30,6287,6206,11283,9728,4656,4306,3106,1905,13763,5317
31,4223,7800,10788,4842,16159,3726,5969,4787,16655,11738
32,4266,11153,10298,267,3478,8393,14776,15033,10316,17169
33,5297,15773,7496,17230,16302,12834,2532,7695,8580,15306
34,4205,8390,8690,13405,6112,1858,1894,13425,14610,5769
35,9814,9443,11806,8781,16628,15485,16340,980,15616,4709
36,8628,7625,15282,2479,880,7529,14807,4385,6249,3438
37,10679,5383,3588,7170,7692,12826,5353,3139,10738,3827
38,14470,11319,1725,12231,12351,6361,6659,3011,4093,1485
39,3745,12168,873,11440,6043,1613,17425,1725,5196,1296
40,2643,17306,17541,5842,10561,8711,16036,2572,6338,13115
41,8069,14880,17731,10075,16405,6363,6770,13305,10638,15986
42,8305,15399,15920,12241,15323,9083,3162,7581,14647,2450
43,7498,1054,14988,8309,3257,7107,7550,11181,15275,6938
44,1144,4577,11198,13392,11446,12305,3538,7364,12778,16452
45,7980,7401,14212,8872,7992,1862,14391,16037,2876,14734
46,17591,12262,8683,17187,14134,551,5094,7827,11210,5330
47,14719,4591,6710,8861,13934,6612,840,7960,15856,2525
48,2654,13370,12601,12770,7667,11967,3475,2346,10757,4342
49,8587,913,4882,17364,8967,3785,12647,12532,9802,15731
50,9576,63,11355,12295,8957,16741,8902,9031,3601,249
51,4476,15561,14851,14228,9127,17322,10283,11705,6429,1474
52,8524,2329,9048,8637,720,17381,7074,1707,16703,416
53,2672,2785,13332,6774,5641,4023,7084,13354,11441,15017
54,5794,326,12282,12348,16715,6638,9742,14611,14379,2292
55,6923,8239,10337,15455,12743,4568,1027,1035,13705,599
56,3900,5224,6450,17350,977,2813,4721,16460,14264,4785
57,7773,6486,12896,13451,10446,10371,8960,7239,14342,1595
58,985,5939,15124,10168,6972,3427,9882,12918,5496,15887
59,141,12394,867,14693,12893,14581,12006,13112,5756,11602
60,7982,2437,3918,13761,10815,4408,13680,12167,7818,8917
61,772,7204,17256,1942,2846,10878,15092,917,1696,4223
62,741,8031,9499,2232,7618,7663,16763,1008,16353,8364
63,249,1258,5375,9031,50,11355,10691,326,3562,14340
64,11033,3179,5077,14814,15541,9721,2504,15297,8056,12033
65,6843,8257,4312,3834,9079,17718,11419,16331,15895,3399
66,527,14354,14736,4126,10629,2483,9313,9153,291,16026
67,323,12053,4044,1688,1900,4667,13873,14338,16279,13962
68,14661,9296,33,17230,7496,5297,8580,7695,15773,3442
69,13661,11008,16904,8959,7862,6714,8876,16027,10376,10985
70,12525,3982,12787,11437,14872,15721,14026,14018,8702,11291
71,12411,3623,16644,3748,16834,14904,4581,6664,10096,6066
72,3694,2936,6331,2446,8762,1480,10330,4382,2620,8490
73,12875,3305,16843,16664,11075,988,17095,11114,16490,155
74,14549,1070,17674,11454,14151,15558,4234,16477,1835,12044
75,4368,6217,15102,14901,15906,13133,4297,17040,1452,8305
76,9826,1882,1017,14235,10654,9619,11480,6063,13588,5043
77,4216,12470,10123,6972,4698,15124,5939,16242,3113,1975
78,551,7827,10830,12546,9092,13248,3210,46,16790,17591
79,9042,13107,3469,7960,6085,1595,14335,6852,14828,12671
80,13751,12522,16244,11930,11449,6821,508,4735,6699,8766
81,6534,8369,7621,12390,10556,12356,3187,7432,11727,17613
82,10691,3562,17011,14353,6579,14064,1952,9851,716,249
83,14963,13392,13384,2209,2953,4479,6902,17441,12195,11051
84,7278,3122,16620,9737,563,10685,16393,14754,12277,6027
85,2591,7858,13146,7111,520,9063,3430,14360,3345,7608
86,13415,1383,1548,8056,669,4332,16019,3083,9764,7319
87,2065,7020,1752,7460,16899,402,14015,6636,6061,10715
88,14061,3390,4463,4918,9605,13427,6619,13296,2756,12417
89,10531,2931,9748,12247,14287,16458,5611,7350,13322,14674
90,14689,12,9941,17290,4536,14720,17107,1778,14023,12332
91,11558,17713,5892,5057,10763,3450,12203,5772,3018,13078
92,5381,10535,5189,3939,16221,8747,4313,5081,9691,13329
93,321,6636,8407,8032,5791,5846,3341,11273,3188,15714
94,12157,5595,10717,15863,891,10318,861,6472,12353,9166
95,5120,12168,11440,9873,1296,11995,1999,6043,1613,17035
