1,10656,15100,8800,7372,4338,14015,13405,1811,6636,11936
2,15376,14015,13405,6636,13613,4338,7195,11936,13755,2115
3,16001,15355,7092,2065,16014,8412,7522,7816,14620,469
4,13405,6636,13755,11936,4338,14015,6256,8305,7372,11344
5,8747,2700,12375,13329,3939,9691,5189,10223,16221,10535
6,87,11310,11504,7372,7522,13405,6636,16155,14015,4338
7,13405,14015,6636,13755,11936,4338,17124,6217,7842,820
8,3961,10487,9852,2151,9760,17521,13299,2797,16603,2990
9,13755,13405,14015,8145,11936,6636,12887,820,8193,4338
10,14015,11856,13405,6636,3300,4338,13755,11936,6527,16899
11,13755,13405,11936,6636,4338,11344,8305,8145,14015,2065
12,10671,15713,16577,13213,5335,90,4025,3448,6189,549
13,13405,11936,13755,8145,4338,2426,6636,820,6256,11876
14,13755,13405,14015,11936,4338,6636,11344,8145,16155,16480
15,2788,5575,5251,6636,14015,3602,756,15771,1960,16974
16,16759,14247,13616,14438,1371,8646,9887,10758,4357,14169
17,5583,6538,12409,14957,16042,14279,17409,6442,6289,8487
18,5983,1834,10253,9256,5308,7071,10203,9218,13453,4926
19,14015,13405,6636,4338,9541,7372,11936,7522,1841,13980
20,2179,6242,5726,2887,10008,13431,5964,10507,1649,4903
21,13405,11936,13755,17045,11344,14015,6636,4338,6256,11876
22,13405,13755,11936,6636,4338,14015,6256,8305,7372,11344
23,4608,4495,5152,11402,2474,8661,12257,5885,11290,15023
24,13991,16981,15610,4421,1333,6766,4673,3691,2286,4434
25,12599,11470,11205,12443,10092,1006,6723,14058,12488,7400
26,1529,3258,4758,838,11654,15935,12389,8663,14221,7017
27,15691,11492,1473,11883,17119,3846,8822,14290,16454,10136
28,2690,16303,9160,2171,940,17692,3414,5607,6362,4906
29,2681,3361,12241,6217,2484,11936,6674,13405,15038,14015
30,13050,2152,14574,15582,5317,6206,14538,10375,15563,1542
31,4223,7842,756,15650,14015,5251,3964,5575,6636,13755
32,10715,3556,7326,5500,7372,2268,1247,10457,15023,2426
33,5297,15773,7496,17230,15306,13229,5945,2433,7421,7104
34,13405,13755,11936,6636,4338,6256,11344,14015,16155,11148
35,6217,15056,6636,2573,11856,15652,5885,16576,15038,5976
36,8628,10976,8305,14015,6636,14268,11504,4338,13405,6703
37,10679,7692,5383,3588,10709,1899,14015,7456,7170,6636
38,11319,1725,14470,4093,6361,12351,4625,15262,2546,7254
39,1725,3745,9251,11319,15262,12351,2546,14470,11258,11749
40,13755,2426,13405,11936,820,11344,8193,6217,8145,6674
41,13405,13755,17731,8069,11936,8193,14015,2426,12887,6636
42,8305,13405,13755,11936,6636,14015,4338,11344,8193,6256
43,13755,13405,8145,6577,7842,8069,11936,11344,2426,15056
44,505,4367,10697,11576,7536,2739,9272,526,13869,16187
45,3697,17553,11058,6217,1966,12041,10312,9050,2201,7372
46,8683,12262,5094,11210,5330,17591,9092,16253,11941,4791
47,6604,14778,5546,7006,11449,1327,186,13456,12750,797
48,13370,2654,12601,12770,7667,16543,10757,11716,2236,14017
49,8587,16155,3602,13755,6636,1960,16480,2587,13405,14015
50,14340,6876,2846,5375,13236,11504,1752,8762,4332,12041
51,13755,13405,11936,11344,16155,6256,11148,7842,8145,14015
52,2990,16807,6628,4743,14121,2679,3748,13746,13316,13005
