0,693,5301,4180,1083,13585,10256,1172,8799,15099,10494
1,15375,11211,7194,13612,2114,17141,3890,14014,4928,4204
2,7292,4627,3300,4720,5003,9241,11306,17401,11058,1478
3,4086,6134,2933,4357,13739,11014,206,7309,12786,10105
4,8746,12374,2699,10610,5891,13328,90,3174,5137,14844
5,13659,16922,2888,15746,423,13831,4880,4670,200,5515
6,1639,1544,5010,3999,3643,8748,16159,12931,1448,10302
7,14273,1864,11021,4344,2121,6028,3916,12231,12083,5861
8,11510,12132,11069,12634,3830,10630,8043,9286,2708,5984
9,11679,2329,4362,6550,13002,4470,3299,11855,351,3747
10,877,2064,9202,13740,1378,11054,9208,15296,8182,6275
11,89,17106,10670,14688,9940,17289,14022,14719,4535,12331
12,14477,10771,15792,16309,7221,14837,1444,8192,6902,2613
13,5689,15191,8251,15542,12967,10655,9361,16373,10055,2137
14,8278,16527,8012,16454,3754,10399,5928,1719,16401,2787
15,5480,10242,11937,16231,12939,14191,16297,15376,4830,1802
16,5729,5582,11384,405,16261,7938,1059,12408,15448,9414
17,15757,3729,15063,16149,1366,17763,9817,570,2121,13579
18,6416,15125,11600,8809,16722,1913,8073,6549,14422,6992
19,2178,6241,10007,12267,5725,5963,13375,13721,16131,2610
20,8485,316,4120,17044,6416,11656,13290,12610,15050,4310
21,9085,1634,9905,940,10548,6635,14014,7371,14949,13150
22,4494,5151,4607,2624,13599,1216,11134,13435,13064,1628
23,4280,16629,3235,4096,1667,15361,7565,11660,15748,2474
24,11469,12598,12442,6722,11204,1005,12487,10091,13166,14057
25,11909,15711,9855,11477,8013,16886,1159,17360,17394,2494
26,15690,1472,9975,6153,5333,3676,11491,15485,10135,6852
27,8742,11088,6509,3961,2689,3937,14620,1904,3078,5316
28,2512,15404,12823,2560,16070,8161,12482,14248,11244,1459
29,6286,6205,11282,9727,4655,4305,3105,1904,13762,5316
30,4222,7799,10787,4841,16158,3725,5968,4786,16654,11737
31,4265,11152,10297,266,3477,8392,14775,15032,10315,17168
32,5296,15772,7495,17229,16301,12833,2531,7694,8579,15305
33,4204,8389,8689,13404,6111,1857,1893,13424,14609,5768
34,9813,9442,11805,8780,16627,15484,16339,979,15615,4708
35,8627,7624,15281,2478,879,7528,14806,4384,6248,3437
36,10678,5382,3587,7169,7691,12825,5352,3138,10737,3826
37,14469,11318,1724,12230,12350,6360,6658,3010,4092,1484
38,3744,12167,872,11439,6042,1612,17424,1724,5195,1295
39,2642,17305,17540,5841,10560,8710,16035,2571,6337,13114
40,8068,14879,17730,10074,16404,6362,6769,13304,10637,15985
41,8304,15398,15919,12240,15322,9082,3161,7580,14646,2449
42,7497,1053,14987,8308,3256,7106,7549,11180,15274,6937
43,1143,4576,11197,13391,11445,12304,3537,7363,12777,16451
44,7979,7400,14211,8871,7991,1861,14390,16036,2875,14733
45,17590,12261,8682,17186,14133,550,5093,7826,11209,5329
46,14718,4590,6709,8860,13933,6611,839,7959,15855,2524
47,2653,13369,12600,12769,7666,11966,3474,2345,10756,4341
48,8586,912,4881,17363,8966,3784,12646,12531,9801,15730
49,9575,62,11354,12294,8956,16740,8901,9030,3600,248
50,4475,15560,14850,14227,9126,17321,10282,11704,6428,1473
51,8523,2328,9047,8636,719,17380,7073,1706,16702,415
52,2671,2784,13331,6773,5640,4022,7083,13353,11440,15016
53,5793,325,12281,12347,16714,6637,9741,14610,14378,2291
54,6922,8238,10336,15454,12742,4567,1026,1034,13704,598
55,3899,5223,6449,17349,976,2812,4720,16459,14263,4784
56,7772,6485,12895,13450,10445,10370,8959,7238,14341,1594
57,984,5938,15123,10167,6971,3426,9881,12917,5495,15886
58,140,12393,866,14692,12892,14580,12005,13111,5755,11601
59,7981,2436,3917,13760,10814,4407,13679,12166,7817,8916
60,771,7203,17255,1941,2845,10877,15091,916,1695,4222
61,740,8030,9498,2231,7617,7662,16762,1007,16352,8363
62,248,1257,5374,9030,49,11354,10690,325,3561,14339
63,11032,3178,5076,14813,15540,9720,2503,15296,8055,12032
64,6842,8256,4311,3833,9078,17717,11418,16330,15894,3398
65,526,14353,14735,4125,10628,2482,9312,9152,290,16025
66,322,12052,4043,1687,1899,4666,13872,14337,16278,13961
67,14660,9295,32,17229,7495,5296,8579,7694,15772,3441
68,13660,11007,16903,8958,7861,6713,8875,16026,10375,10984
69,12524,3981,12786,11436,14871,15720,14025,14017,8701,11290
70,12410,3622,16643,3747,16833,14903,4580,6663,10095,6065
71,3693,2935,6330,2445,8761,1479,10329,4381,2619,8489
72,12874,3304,16842,16663,11074,987,17094,11113,16489,154
73,14548,1069,17673,11453,14150,15557,4233,16476,1834,12043
74,4367,6216,15101,14900,15905,13132,4296,17039,1451,8304
75,9825,1881,1016,14234,10653,9618,11479,6062,13587,5042
76,4215,12469,10122,6971,4697,15123,5938,16241,3112,1974
77,550,7826,10829,12545,9091,13247,3209,45,16789,17590
78,9041,13106,3468,7959,6084,1594,14334,6851,14827,12670
79,13750,12521,16243,11929,11448,6820,507,4734,6698,8765
80,6533,8368,7620,12389,10555,12355,3186,7431,11726,17612
81,10690,3561,17010,14352,6578,14063,1951,9850,715,248
82,14962,13391,13383,2208,2952,4478,6901,17440,12194,11050
83,7277,3121,16619,9736,562,10684,16392,14753,12276,6026
84,2590,7857,13145,7110,519,9062,3429,14359,3344,7607
85,13414,1382,1547,8055,668,4331,16018,3082,9763,7318
86,2064,7019,1751,7459,16898,401,14014,6635,6060,10714
87,14060,3389,4462,4917,9604,13426,6618,13295,2755,12416
88,10530,2930,9747,12246,14286,16457,5610,7349,13321,14673
89,14688,11,9940,17289,4535,14719,17106,1777,14022,12331
90,11557,17712,5891,5056,10762,3449,12202,5771,3017,13077
91,5380,10534,5188,3938,16220,8746,4312,5080,9690,13328
92,320,6635,8406,8031,5790,5845,3340,11272,3187,15713
93,12156,5594,10716,15862,890,10317,860,6471,12352,9165
94,5119,12167,11439,9872,1295,11994,1998,6042,1612,17034
95,10055,10555,13952,2159,15789,14555,15882,4811,7833,17290
96,17680,4819,5003,1973,899,6663,515,7292,2014,4627
97,8507,12385,5209,8658,5584,11043,5261,1282,10897,2064
98,7581,2845,11503,2329,16680,7944,8926,13298,4759,10650
99,12216,8027,1547,13307,10861,17109,653,16018,8055,14393
100,15190,14023,15087,7043,1112,813,14414,5915,11180,17443
101,3023,6748,4740,4499,7131,16688,15555,10577,2676,1017
102,13877,3080,5368,6374,16574,11666,3033,15871,12544,14561
103,2528,6109,12010,7030,3879,15314,4911,8496,10344,11434
104,15286,4933,2654,6352,16483,11560,2702,5162,16218,1874
105,16955,14463,5516,2204,1646,8978,4193,16557,4203,11327
106,11938,672,6530,9636,2688,8071,14021,6689,3523,15879
107,6133,11181,12581,11313,1219,3623,1427,6554,4355,2371
108,13222,1114,17043,15753,701,11684,8034,2960,2302,14368
109,2915,4969,16732,8076,7876,17577,9294,14623,13325,3264
110,2390,1961,10920,16881,6858,9755,14537,4744,3859,17087
111,2836,6309,9436,2064,6949,12980,3251,16650,847,9373
112,11859,1299,10635,14860,16993,1122,280,13633,17519,3499
113,10214,8476,11692,7291,3801,12756,16183,16934,16514,11022
114,15953,12081,12557,8911,14365,8479,10958,9509,1279,12847
115,6408,3558,12167,11994,12843,12161,716,12196,6170,9015
116,15574,15868,11960,13440,12249,7575,11023,4688,16535,17467
117,16531,9613,13500,3714,1798,14589,8106,5570,12434,9959
118,4019,16649,2595,6572,11086,7833,8280,5451,4938,3995
119,9768,7559,6345,2450,15398,6358,41,8304,15322,6135
120,5403,17171,8477,7503,16682,2935,6105,4992,2445,873
121,8836,8642,12939,15852,15,10242,673,14208,6921,11400
122,11855,5828,11385,12887,9400,5426,8970,4470,17450,12038
123,11015,5873,1515,6673,15037,3360,14707,4046,10257,5275
124,1852,10911,9293,3231,8629,12375,15328,2050,8506,12335
125,6570,4694,2373,9536,10517,13171,16671,3285,5482,10524
126,15740,16460,9358,8242,11678,6385,1649,7396,3417,10871
127,11348,11736,4737,17470,1875,2759,13200,8035,15931,9129
128,10959,322,9150,14337,15619,6054,4169,1722,1458,10365
129,9202,11503,12820,8484,5550,15846,15447,1387,2845,10515
130,1722,6714,10182,12724,16357,5743,1402,6430,16828,4169
131,9791,7057,5702,14195,11167,1774,11750,15736,1153,2074
132,14807,17390,8297,10361,14948,10346,9473,3949,7361,5447
133,17730,8068,10637,6769,8152,15960,15985,10331,7479,10686
134,3511,11323,15000,9296,7973,429,4747,2995,8694,15468
135,12203,492,2562,713,8068,16385,16979,4686,13052,14572
136,10586,3664,6726,2564,8192,16832,10347,524,6384,6702
137,15698,16936,10763,344,7864,10140,7983,14213,13657,208
138,17037,6635,14014,16898,11356,4583,10779,5250,7371,12698
139,13979,5258,11935,5762,8806,16326,401,15022,17144,14014
140,58,866,12892,14692,743,969,12393,2030,11601,4034
141,2257,3037,11806,9443,4936,2663,4759,11601,2024,829
142,8595,2861,4305,14690,16383,8386,14549,13727,11282,15106
143,17677,17520,10822,9175,11727,2150,6060,5574,4951,17037
144,8989,6895,12414,8842,15282,15507,3794,11393,4774,2895
145,4465,526,5567,12047,3446,7478,387,3664,16832,65
146,9697,12151,3283,13928,14014,6216,6635,16080,5312,10257
147,1144,10358,14537,15581,14908,9616,5054,13049,2799,11148
148,7300,16773,4872,6780,219,2628,4045,5744,7714,5328
149,1284,16210,9932,10182,16513,10936,10903,15016,14840,3929
150,14547,2425,6797,6231,6216,17299,514,15950,11344,10376
151,2211,11445,2166,1702,11264,16595,3363,3368,14821,14184
152,5001,2845,11503,4795,11945,1840,2329,3785,5263,17287
153,7465,17628,10527,6782,1336,3620,1460,14441,2203,14265
154,11332,2797,3304,17094,1800,2788,8348,6101,3397,2058
155,8959,9597,8817,12895,8158,4903,6987,6246,14819,8198
156,11555,12685,10568,8774,14201,5609,6111,5656,16829,8619
